synthetic_id,urbanism,woning,energy_label,inkomen,opleiding,huur_koop,DOI,values_1,values_2,values_3,att,attitude_ET,heating_system,hp_type,installation_year,ownership,satisf_hp,financial_benefits,subsidy_imp,satisf_hs,hs_age,satisf_mot_hs_1,satisf_mot_hs_2,satisf_mot_hs_3,satisf_mot_hs_4,satisf_mot_hs_5,intention,capability,capability_factor_1,capability_factor_2,capability_factor_3,capability_factor_4,capability_factor_5,motivation,opportunity_event_1,opportunity_event_2,opportunity_event_3,opportunity_event_4,opportunity_event_5,opportunity_event_6,info_source_1,info_source_2,info_source_3,info_source_4,info_source_5,exp_satisf_mot_hp_1,exp_satisf_mot_hp_2,exp_satisf_mot_hp_3,exp_satisf_mot_hp_4,exp_satisf_mot_hp_5,exp_satisf_mot_hp_6,exp_satisf_mot_hp_7,exp_satisf_mot_hp_8,exp_satisf_mot_hp_9,exp_satisf_mot_hp_10,exp_satisf_mot_hp_11,exp_satisf_mot_hp_12,exp_satisf_mot_hp_13,importance_mot_1,importance_mot_2,importance_mot_3,importance_mot_4,importance_mot_5,importance_mot_6,importance_mot_7,importance_mot_8,importance_mot_9,importance_mot_10,importance_mot_11,importance_mot_12,importance_mot_13,sensitivity_norms_1,sensitivity_norms_2,policy_awareness,policy_option_1,policy_option_2,policy_option_3,policy_option_4,policy_option_5,policy_option_6,policy_option_7,policy_option_8,price_1,pbt_1,ISDE_BAU,ISDE_laag,ISDE_hoog,hassle,normering,talk,subjectieve_norm,global_norm_1,media_freq,media_val,topics_sources_1,topics_sources_2,topics_sources_3,topics_sources_4,topics_sources_5,household_size,bouwjaar,insulation_option_1,insulation_option_2,insulation_option_3,insulation_option_4,insulation_option_5,insulation_option_6,improve_label,district_heating,id,opleiding_cat,woonsituatie,kinderen,werk_huidig,werk_uren,inkomen_cat,path_group
2141,3,4,2,6,7,1,3,3,3,3,3,3,1,0,0,0,0,0,0,5,1,3,3,5,4,5,1,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,4,3,3,3,3,4,3,3,3,2,2,3,0,5,0,2,10,0,0,0,0,5,0,8,0,3,3,2,0,0,1,0,0,0,0,0,1488,5,0,0,3,3,3,2,2,17,5,3,3,1,3,3,3,2,5,1,1,1,0,0,0,3,2,,3,4,1,2,2,0,owner_no_hp
2142,2,2,4,6,5,1,2,4,3,4,3,4,8,0,0,0,0,0,0,4,2,2,3,2,4,5,2,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,3,4,6,2,6,2,2,6,4,5,3,0,8,4,2,0,0,8,0,0,0,0,4,4,4,1,1,1,0,0,0,0,0,3087,4,0,0,3,3,2,1,1,12,1,6,3,3,3,3,3,4,6,1,1,0,0,0,0,3,3,,2,1,0,5,0,0,owner_no_hp
2143,1,5,2,4,4,1,3,3,3,3,2,2,1,0,0,0,0,0,0,4,2,4,5,3,4,5,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,5,5,3,2,2,3,3,5,2,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,25,1,1,2,0,0,0,0,1,1,1,0,2310,7,2,0,0,2,4,1,1,15,2,3,2,3,3,2,2,1,5,1,1,0,0,0,0,4,2,,2,2,0,2,2,3,owner_no_hp
2144,3,5,4,3,5,1,2,3,4,3,4,4,1,0,0,0,0,0,0,3,4,2,2,2,2,4,3,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4,4,4,4,2,2,2,6,6,2,8,0,2,0,2,2,0,2,0,0,2,10,3,4,4,1,0,0,0,0,1,1,0,7553,4,0,4,0,4,2,2,1,36,2,4,1,3,3,1,1,2,2,0,1,1,0,0,0,4,3,,2,3,1,5,0,2,owner_no_hp
2145,3,5,2,2,4,1,5,2,3,5,2,2,1,0,0,0,0,0,0,4,2,4,4,4,4,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,5,5,3,1,3,6,3,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,3,0,0,0,1,0,0,0,0,1528,3,0,1,0,2,5,1,1,25,1,3,3,3,3,3,3,1,1,1,1,0,0,0,0,3,3,,2,2,0,2,1,1,owner_no_hp
2146,2,1,2,4,7,1,3,5,3,2,4,5,1,0,0,0,0,0,0,5,1,3,2,3,5,4,1,2,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,5,5,3,6,4,5,4,4,4,2,2,6,6,5,10,0,0,10,0,0,0,0,0,0,0,5,4,4,3,1,0,1,1,0,0,0,0,10032,10,0,0,5,4,2,3,3,14,3,4,1,3,3,3,3,5,1,1,1,1,1,0,0,4,3,,3,4,1,1,2,3,owner_no_hp
2147,3,1,2,6,11,1,3,5,4,2,4,4,1,0,0,0,0,0,0,4,2,4,4,4,4,4,3,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,4,3,3,2,4,3,3,0,5,0,0,4,5,5,2,7,0,0,0,2,3,3,4,1,0,0,0,0,1,1,0,4119,4,4,0,0,4,4,3,2,7,3,3,2,3,1,2,1,3,5,1,1,1,0,0,0,3,3,,3,4,1,2,2,0,owner_no_hp
2148,3,2,4,6,7,1,3,2,3,3,3,3,1,0,0,0,0,0,0,3,2,3,2,3,5,3,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,6,6,4,6,6,6,6,6,6,1,1,6,6,0,0,30,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,1,0,0,0,2536,5,0,2,0,3,3,1,1,11,2,3,3,3,3,3,3,2,5,1,1,1,0,0,0,3,2,,3,3,0,5,0,0,owner_no_hp
2149,3,3,4,3,4,1,3,4,3,4,4,4,1,0,0,0,0,0,0,5,1,3,3,4,5,5,1,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,5,3,3,5,3,5,3,5,3,4,2,4,5,8,0,2,7,0,1,0,5,0,0,2,0,4,5,4,1,0,1,0,1,0,0,0,3499,10,0,4,0,3,5,2,1,10,2,3,1,3,1,3,1,4,5,1,1,0,0,0,0,4,2,,2,4,1,2,2,2,owner_no_hp
2150,4,2,2,4,5,1,3,4,3,2,5,5,1,0,0,0,0,0,0,4,4,3,3,2,5,4,2,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,4,6,6,6,5,4,4,2,1,4,3,6,4,10,0,0,2,2,2,5,0,0,0,0,5,4,4,3,1,0,1,0,0,1,0,0,5016,12,0,4,0,4,2,2,3,15,3,3,2,3,3,2,3,2,4,1,1,1,0,0,0,3,3,,2,2,1,2,2,3,owner_no_hp
2151,3,3,3,3,7,1,3,4,4,2,3,4,1,0,0,0,0,0,0,4,2,3,3,4,5,4,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,3,2,1,3,4,10,5,0,0,1,3,3,5,0,0,0,0,3,3,4,4,1,0,1,0,1,0,0,0,6540,10,0,3,0,4,4,1,1,10,1,6,3,3,3,2,3,2,2,1,1,1,0,0,0,3,2,,3,3,0,2,1,2,owner_no_hp
2152,4,3,1,2,3,1,5,2,1,4,2,3,1,0,0,0,0,0,0,5,3,3,3,3,4,4,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,4,4,6,6,6,6,6,4,3,1,6,6,5,0,5,0,8,0,0,0,7,0,0,5,0,2,2,3,0,0,1,0,0,0,1,0,5268,10,0,1,0,1,5,2,1,4,3,3,3,3,2,3,2,2,7,1,1,0,0,0,0,4,3,,1,3,0,2,2,1,owner_no_hp
2153,4,4,2,4,5,1,3,4,4,2,3,3,1,0,0,0,0,0,0,5,1,2,3,3,4,4,2,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,4,4,4,6,2,2,6,6,10,10,0,0,0,5,0,5,0,0,0,0,0,3,3,4,1,0,1,0,1,0,0,0,4021,4,2,0,0,2,1,2,1,25,3,4,1,3,1,1,3,2,3,1,0,1,1,0,0,4,2,,2,3,1,5,0,3,owner_no_hp
2154,4,1,2,4,7,1,3,4,4,3,3,4,1,0,0,0,0,0,0,4,3,3,2,3,4,4,2,3,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,6,5,4,6,6,4,5,3,4,2,4,3,6,0,20,0,5,0,0,0,0,5,0,0,0,0,4,4,3,1,0,1,1,0,0,0,0,5694,8,0,0,3,3,2,2,3,20,2,6,3,3,1,1,1,4,3,1,1,1,1,0,0,3,3,,3,4,1,2,1,3,owner_no_hp
2155,1,5,1,4,5,1,3,1,4,4,2,2,1,0,0,0,0,0,0,5,3,3,3,2,4,4,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5,5,3,3,4,4,3,4,3,4,1,1,1,5,6,1,1,1,1,1,5,1,1,1,5,2,2,3,1,0,0,0,1,0,1,0,2534,3,1,0,0,1,5,3,2,5,5,3,1,3,3,3,1,3,6,1,1,0,0,0,0,4,3,,2,3,1,4,3,3,owner_no_hp
2156,3,2,1,6,6,1,5,5,4,4,4,3,1,0,0,0,0,0,0,4,5,3,4,3,4,4,3,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,4,4,6,6,6,5,6,4,1,1,6,6,0,12,0,0,0,0,10,0,0,0,0,0,8,1,1,4,1,0,0,1,0,0,1,0,2976,5,0,0,5,3,5,1,1,19,2,3,2,3,3,3,2,2,5,0,0,0,0,1,0,4,3,,2,3,0,5,0,0,owner_no_hp
2157,3,3,2,3,4,1,3,4,4,3,4,4,1,0,0,0,0,0,0,4,3,2,3,2,4,4,2,2,0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,5,5,5,3,5,5,5,5,4,2,5,4,4,7,6,6,3,3,0,0,0,3,0,0,2,0,4,4,2,1,1,1,0,0,0,0,0,5670,4,4,0,0,4,4,3,2,25,3,3,1,1,1,2,2,5,1,1,0,1,0,0,0,2,3,,2,4,1,1,3,2,owner_no_hp
2158,2,3,2,5,7,1,1,1,1,1,4,4,1,0,0,0,0,0,0,4,4,4,4,4,3,2,1,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,5,5,3,5,4,2,4,4,5,4,3,5,20,5,0,0,0,0,0,0,5,0,0,0,0,1,5,3,1,0,0,0,0,0,0,0,8968,5,5,0,0,3,5,1,3,8,3,3,2,3,3,2,1,2,4,1,0,1,0,0,0,2,3,,3,3,0,2,1,3,owner_no_hp
2159,4,3,1,5,6,1,2,5,4,3,4,4,1,0,0,0,0,0,0,4,3,2,3,3,4,4,3,2,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,5,6,3,4,4,4,4,5,2,6,3,6,5,5,2,0,2,8,0,0,8,0,0,0,0,2,3,4,1,0,0,0,1,0,0,1,2222,3,2,0,0,4,4,3,1,7,2,6,2,3,3,2,2,2,5,1,0,1,0,0,0,2,2,,2,3,1,2,1,3,owner_no_hp
2160,4,3,5,3,4,1,3,2,2,3,2,3,1,0,0,0,0,0,0,4,3,3,3,3,5,4,2,2,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,4,5,3,4,2,3,4,4,5,4,3,3,2,5,3,0,1,5,2,2,2,2,0,0,3,5,2,3,3,1,0,1,0,1,0,0,0,4062,3,0,0,2,5,5,3,2,14,3,3,1,3,1,1,2,2,2,1,1,1,0,0,0,3,2,,2,3,1,2,2,2,owner_no_hp
2161,3,2,2,4,5,1,3,4,2,3,2,3,1,0,0,0,0,0,0,4,3,2,3,3,3,4,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,5,4,3,4,4,4,4,5,2,2,3,4,3,3,2,2,4,2,2,2,3,0,1,3,3,3,3,3,1,0,0,0,0,0,0,0,5831,8,0,1,0,1,4,2,1,6,2,6,3,3,3,3,1,2,1,1,1,0,1,0,0,1,3,,2,3,0,2,1,3,owner_no_hp
2162,2,11,4,6,2,1,3,3,1,4,3,3,1,0,0,0,0,0,0,4,2,4,4,4,4,4,3,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,4,3,3,3,4,3,3,3,3,3,3,4,1,5,1,1,5,1,5,1,2,1,1,5,1,3,3,4,0,0,1,0,1,0,0,0,2252,4,3,0,0,3,3,1,1,28,2,4,3,3,3,3,3,3,6,1,0,0,0,0,0,4,3,,1,4,1,5,0,0,owner_no_hp
2163,3,4,2,3,4,1,2,4,4,3,3,4,1,0,0,0,0,0,0,3,2,4,2,5,5,4,3,4,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,4,4,2,4,4,4,6,6,2,4,6,6,5,10,0,0,0,0,5,10,0,0,0,0,0,3,2,2,1,0,1,0,1,0,0,0,4968,10,4,0,0,2,1,3,3,50,5,3,1,3,1,2,1,4,5,0,0,0,1,0,0,1,3,,2,4,1,1,1,2,owner_no_hp
2164,1,5,2,3,11,1,3,3,3,4,3,4,1,0,0,0,0,0,0,4,1,3,3,3,4,4,2,5,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,3,5,5,6,3,3,2,3,4,2,2,2,0,0,15,2,8,0,0,0,0,2,0,0,3,2,3,3,0,0,1,0,0,1,1,0,10013,18,0,2,0,3,2,1,2,15,2,3,3,1,3,3,3,1,1,1,1,0,0,0,0,4,3,,3,2,0,5,0,2,owner_no_hp
2165,4,1,4,6,3,1,4,3,3,5,3,3,1,0,0,0,0,0,0,4,3,3,4,3,4,4,2,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,5,3,6,6,4,4,4,4,4,5,2,6,0,0,10,0,10,0,0,0,0,0,0,10,0,2,2,3,0,0,1,0,0,0,0,0,5550,7,0,0,3,3,4,2,2,35,2,3,2,3,3,3,1,2,4,1,1,1,0,0,0,4,2,,1,3,1,5,0,0,owner_no_hp
2166,5,1,4,4,7,4,1,4,4,2,4,4,9,0,0,0,0,0,0,2,3,2,5,4,4,4,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,4,6,2,6,6,6,6,6,1,6,4,6,0,5,0,0,10,10,0,0,0,0,0,0,5,4,4,4,0,0,1,1,0,1,0,0,9164,5,0,4,0,4,3,2,2,15,3,4,1,1,3,3,3,4,3,1,1,0,0,0,0,4,3,,3,4,1,1,1,3,owner_no_hp
2167,3,5,2,2,4,1,5,2,3,5,2,2,1,0,0,0,0,0,0,4,2,4,4,4,4,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,5,5,3,1,3,6,3,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,3,0,0,0,1,0,0,0,0,1528,3,0,1,0,2,5,1,1,25,1,3,3,3,3,3,3,1,1,1,1,0,0,0,0,3,3,,2,2,0,2,1,1,owner_no_hp
2168,1,5,1,4,4,1,1,2,3,4,4,3,1,0,0,0,0,0,0,5,1,4,3,4,5,5,1,2,1,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,6,3,2,4,6,6,5,6,4,2,1,6,1,2,1,0,2,10,0,0,5,0,0,0,0,10,4,4,4,1,0,1,0,1,0,0,0,5952,10,0,3,0,3,3,1,1,5,1,6,3,3,3,3,3,1,6,1,1,0,0,0,0,4,3,,2,2,1,2,1,3,owner_no_hp
2169,4,1,2,3,10,1,3,4,4,3,4,5,1,0,0,0,0,0,0,4,5,3,3,2,4,5,1,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,4,4,3,3,4,5,5,4,6,3,4,2,4,2,3,2,1,4,5,2,1,2,1,1,1,5,4,4,4,0,0,1,1,1,0,0,0,15042,10,4,0,0,4,5,2,3,26,2,3,1,2,2,2,1,3,5,1,0,1,0,0,0,3,3,,3,1,0,2,4,2,owner_no_hp
2170,5,2,2,3,4,1,3,2,3,2,2,3,1,0,0,0,0,0,0,5,1,4,3,3,4,4,1,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,3,3,4,4,2,2,3,4,10,10,0,0,0,0,0,10,0,0,0,0,0,1,1,4,1,0,0,1,0,0,0,1,3660,5,0,0,4,3,2,2,1,18,2,3,1,1,2,2,2,1,3,0,1,1,0,0,0,4,3,,2,2,0,5,0,2,owner_no_hp
2171,3,4,4,3,6,1,3,2,1,3,3,3,1,0,0,0,0,0,0,5,3,4,4,4,5,4,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,5,6,6,6,4,4,6,6,4,4,6,4,15,5,0,0,5,0,0,0,5,0,0,0,0,1,1,3,1,0,1,0,1,0,0,0,8654,5,0,0,4,1,5,1,3,14,2,3,3,3,3,3,3,5,4,0,0,0,0,1,0,3,2,,2,4,1,2,2,2,owner_no_hp
2172,1,3,1,5,10,1,2,1,3,4,2,2,1,0,0,0,0,0,0,4,2,4,4,4,4,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,5,5,4,4,2,2,2,4,2,2,2,3,0,0,0,0,0,0,0,30,0,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,256,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,6,1,1,0,0,0,0,4,3,,3,1,0,2,2,3,owner_no_hp
2173,1,3,3,5,11,1,1,4,3,2,3,4,1,0,0,0,0,0,0,1,5,4,2,1,4,4,1,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,1,3,2,3,4,4,4,2,1,0,2,0,1,10,0,0,2,5,0,0,0,10,2,2,2,1,0,1,0,1,0,0,0,3056,11,0,2,0,1,1,3,2,2,3,3,1,3,2,2,3,2,1,0,0,0,1,0,0,3,3,,3,4,1,4,1,3,owner_no_hp
2174,3,2,5,4,11,1,3,4,3,3,4,4,1,0,0,0,0,0,0,4,2,3,3,3,4,4,3,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,6,6,6,6,6,4,4,6,6,2,2,6,6,10,10,0,0,0,0,5,0,0,0,0,0,5,3,3,4,1,0,0,0,1,0,0,1,4021,10,3,0,0,4,2,2,2,20,2,6,3,3,3,3,3,2,1,1,0,0,0,0,0,4,3,,3,3,0,4,1,3,owner_no_hp
2175,3,2,2,6,3,1,5,4,1,5,3,3,7,0,0,0,0,0,0,3,1,4,4,5,4,3,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,3,4,3,3,1,1,2,6,5,5,3,5,4,0,0,0,0,0,0,3,5,3,4,4,1,0,1,1,0,0,0,0,2976,4,0,0,3,3,3,1,1,12,5,2,3,3,3,3,3,2,4,1,1,1,1,0,0,3,1,,1,3,1,4,3,0,owner_no_hp
2176,4,3,1,4,11,1,3,3,2,4,4,4,1,0,0,0,0,0,0,4,2,3,4,3,4,4,1,4,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,4,5,3,6,4,4,2,4,6,1,4,6,4,6,4,2,2,4,0,0,1,2,2,1,3,3,2,2,3,1,0,1,1,0,0,0,0,2513,5,0,2,0,5,2,1,2,20,2,3,3,3,2,2,3,3,5,1,1,1,0,0,0,3,3,,3,4,1,2,2,3,owner_no_hp
2177,4,2,2,2,4,1,1,3,3,3,1,4,7,0,0,0,0,0,0,4,2,4,4,4,5,5,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,3,1,3,5,2,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,30,0,1,1,2,1,1,0,0,0,0,0,0,3087,5,0,1,0,1,5,3,5,32,2,3,1,1,1,1,1,1,2,1,1,0,1,0,0,2,3,,2,2,0,1,1,1,owner_no_hp
2178,2,5,1,4,5,1,3,2,3,2,4,3,1,0,0,0,0,0,0,4,3,3,4,4,4,4,3,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,4,3,6,2,4,4,6,4,2,5,2,3,10,0,0,0,10,0,0,0,0,0,0,0,10,4,4,3,0,0,1,1,1,0,0,0,3499,9,0,3,0,3,3,1,2,30,3,3,3,3,3,3,3,2,7,1,1,1,0,0,0,4,2,,2,3,1,5,0,3,owner_no_hp
2179,5,1,3,2,3,1,5,3,3,5,3,2,1,0,0,0,0,0,0,4,1,4,2,3,4,4,2,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6,4,6,3,6,3,6,4,6,3,2,6,6,10,10,0,0,0,0,0,0,0,0,0,0,10,2,2,3,1,1,0,0,1,0,0,0,1032,5,0,0,1,2,2,1,1,12,2,3,3,2,3,3,2,2,2,0,0,0,0,1,0,4,2,,1,3,1,5,0,1,owner_no_hp
2180,1,3,2,5,7,1,4,4,3,3,4,5,1,0,0,0,0,0,0,4,2,3,3,2,2,2,3,4,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,4,4,5,2,4,4,5,2,4,4,4,3,3,3,0,6,0,0,5,4,0,6,0,0,3,3,4,4,3,0,0,1,1,0,0,0,1,10225,10,3,0,0,4,2,2,2,20,2,4,2,3,3,1,1,4,1,1,1,1,0,0,0,3,3,,3,4,1,4,3,3,owner_no_hp
2181,1,3,1,4,11,1,3,4,2,2,3,4,1,0,0,0,0,0,0,4,1,3,3,5,4,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,5,5,4,2,4,4,4,5,5,4,2,3,0,5,5,0,0,0,0,0,5,0,0,0,15,2,2,2,0,0,1,1,0,0,0,1,2517,5,0,0,1,2,2,4,3,28,3,4,1,1,1,2,1,4,2,1,1,1,0,0,0,4,2,,3,4,1,2,2,3,owner_no_hp
2182,3,2,4,5,11,1,3,5,4,3,4,5,1,0,0,0,0,0,0,4,4,4,3,4,5,5,2,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,6,3,2,2,5,5,4,6,2,5,3,2,0,1,0,1,5,10,2,0,0,5,0,1,5,3,3,3,0,0,1,1,0,1,0,0,4021,10,0,0,3,3,2,3,3,15,5,3,3,3,1,2,1,2,4,1,1,0,0,0,0,3,3,,3,3,1,5,0,3,owner_no_hp
2183,2,3,2,4,4,1,5,4,2,4,4,4,1,0,0,0,0,0,0,5,3,3,3,4,5,5,3,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,5,4,6,6,4,4,4,4,2,4,6,2,0,20,5,0,0,0,0,0,0,0,0,0,5,3,2,2,1,1,0,0,0,0,1,0,3056,5,0,2,0,3,5,3,2,14,3,3,1,1,1,1,1,5,5,1,1,1,0,0,0,4,3,,2,4,1,2,3,3,owner_no_hp
2184,3,3,5,6,4,1,2,4,3,2,4,5,1,0,0,0,0,0,0,4,2,4,2,4,4,4,2,4,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,2,4,4,2,4,2,4,2,4,2,4,6,4,10,0,0,0,0,0,10,0,0,0,0,10,0,2,2,2,1,0,1,0,1,0,0,0,2011,10,0,0,3,2,2,3,3,10,3,4,2,3,1,2,2,2,3,1,1,1,0,0,0,2,3,,2,3,1,4,2,0,owner_no_hp
2185,4,4,2,6,3,1,3,4,3,3,3,4,1,0,0,0,0,0,0,4,2,2,3,2,3,3,2,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,5,3,3,6,2,2,6,3,10,0,0,0,0,10,7,3,0,0,0,0,0,3,3,3,0,0,0,0,1,0,0,0,2534,6,3,0,0,2,3,2,2,18,2,3,1,1,1,2,1,2,4,1,0,1,0,0,0,3,3,,1,4,1,2,2,0,owner_no_hp
2186,4,3,1,4,4,1,2,1,2,2,4,3,1,0,0,0,0,0,0,4,3,4,3,2,4,4,3,4,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,3,4,6,4,5,5,5,4,5,2,2,3,5,5,5,0,0,10,0,2,1,0,0,0,5,2,5,4,2,1,0,0,1,1,0,0,0,7042,8,2,0,0,4,3,1,2,6,2,3,3,3,3,2,3,3,7,1,1,1,0,0,0,4,3,,2,4,1,2,1,3,owner_no_hp
2187,3,2,1,5,4,1,3,4,3,3,4,5,1,0,0,0,0,0,0,4,3,4,2,3,4,4,3,5,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,4,4,3,3,4,4,4,4,4,2,4,3,3,3,0,2,2,2,4,0,2,4,3,0,3,5,2,2,2,1,0,0,1,0,0,0,1,10094,10,0,0,4,4,2,3,3,5,2,3,1,3,3,1,1,3,5,1,1,1,0,0,0,4,3,,2,4,1,2,1,3,owner_no_hp
2188,1,5,1,4,7,1,3,2,4,3,3,4,1,0,0,0,0,0,0,4,1,3,2,4,4,4,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,5,6,4,3,4,4,6,6,2,4,2,2,0,15,0,0,5,0,0,5,0,0,0,0,5,4,4,4,1,0,1,0,1,0,0,0,6127,3,0,3,0,3,5,3,2,8,3,5,1,3,1,2,3,1,4,1,1,1,0,0,0,4,3,,3,2,0,1,1,3,owner_no_hp
2189,4,3,1,3,6,1,2,3,3,3,4,4,1,0,0,0,0,0,0,5,1,3,4,3,4,4,1,2,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,6,6,4,6,4,4,4,6,4,2,6,6,6,0,1,2,3,0,0,0,0,4,0,0,0,20,2,3,4,1,0,1,0,1,0,0,0,5027,7,0,0,4,4,1,2,2,8,1,6,3,3,3,1,1,2,8,0,0,0,0,1,0,4,3,,2,3,0,2,3,2,owner_no_hp
2190,3,4,2,4,7,4,3,4,3,2,4,4,1,0,0,0,0,0,0,4,1,3,4,4,5,4,2,3,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,4,4,3,3,5,5,4,3,4,3,4,3,4,9,10,0,0,0,8,1,1,0,0,0,1,0,3,3,2,1,0,1,0,1,0,0,0,9129,13,0,0,4,4,2,2,2,27,3,3,2,3,2,2,3,2,1,1,1,1,0,0,0,3,2,,3,3,1,5,0,3,owner_no_hp
2191,3,3,1,2,10,1,3,5,4,2,4,5,1,0,0,0,0,0,0,3,2,4,4,2,4,4,1,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,6,5,6,6,4,4,5,6,6,6,5,6,5,10,0,0,0,0,10,10,0,0,0,0,0,0,3,3,4,1,0,1,0,1,0,0,0,1528,5,0,0,4,4,2,3,2,25,3,3,1,3,3,3,3,3,6,1,0,1,0,0,0,4,3,,3,4,1,4,4,1,owner_no_hp
2192,4,1,3,3,3,1,3,3,3,2,3,3,9,0,0,0,0,0,0,3,3,2,2,3,4,2,2,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,5,4,4,5,3,2,4,1,4,10,4,0,0,0,0,0,5,0,0,4,3,3,3,3,1,0,0,0,1,0,0,1,8466,7,0,0,4,3,4,2,2,9,2,3,2,2,3,2,2,3,1,0,1,0,1,0,0,4,2,,1,4,1,5,0,2,owner_no_hp
2193,2,3,2,6,5,1,3,4,2,3,3,3,1,0,0,0,0,0,0,4,3,4,4,4,4,4,3,4,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,4,4,3,4,3,4,4,3,5,3,2,3,3,3,3,1,4,4,2,2,1,4,2,1,2,1,4,4,4,1,0,1,1,0,0,0,0,9902,10,0,0,4,4,3,1,1,17,1,6,3,3,3,3,3,4,1,0,1,0,0,0,0,3,3,,2,1,0,3,3,0,owner_no_hp
